"","h_1","h_2","h_3","h_4","h_5","h_6","h_7","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7","cos_phi_2","cos_phi_3","cos_phi_4","cos_phi_5","cos_phi_6","cos_phi_7","B_r_1","B_r_2","B_r_3","B_r_4","B_r_5","B_r_6","B_R_1","B_R_2","B_R_3","B_R_4","B_R_5","B_R_6","ratio_2_4","ratio_2_6","ratio_4_6","inst_Phi_1","inst_Phi_2","inst_Phi_3","inst_Phi_4","inst_Phi_5","inst_Phi_6","inst_Theta_1","inst_Theta_2","inst_Theta_3","inst_Theta_4","inst_Theta_5","inst_Theta_6","V","V_1","V_2","V_3","V_4","V_5","V_6","V_7"
"api m16 1 5-1_Spine35.mat",-0.0686948736146027,0.148362152,0.162759398,0.165397709,0.162949875,0.15670231,0.123461616,-0.648218945,2.487612052,-0.033224057,2.924755062,-0.751846435,0.919765331,-0.986724174,-0.954687286,-0.988144346,-0.998084232,-0.999883714,-0.986414811,0.140353812,0.183688842,0.21476964,0.226396665,0.210317961,0.168329246,0.081443849,0.137688627,0.170091667,0.188131708,0.190322853,0.148267391,1.684035255,0.986789177,0.585967054,2.796330111,2.723456661,2.742891175,2.767270164,2.802010473,2.76311505,0.830708401,1.179164535,1.271419989,1.301974234,1.32637896,1.259774435,0.081992119,0.001400156,0.009690108,0.018544263,0.025634543,0.025652628,0.019565822,0.004093098
"m16 1 10 api_Spine134.mat",0.0999378714013422,0.167614323,0.181711002,0.193330731,0.196100202,0.189099083,0.149693256,1.456025693,-1.977822349,-1.661121347,0.449303266,1.827426934,2.571448463,-0.805729219,-0.952937069,-0.996337782,-0.988515125,-0.997775872,-0.91974043,0.132711154,0.206812637,0.238637402,0.262646868,0.259137807,0.203495278,0.116270256,0.173442053,0.20978545,0.231504917,0.213673965,0.162772352,1.695122038,0.923428979,0.544756636,-2.948938774,0.074446839,-0.153452464,-0.161185698,-0.222677437,-0.319144401,1.374025463,1.293198262,1.232814302,1.246212085,1.279623767,1.283334267,0.140830788,0.002410452,0.014699602,0.031773573,0.040389584,0.043188175,0.030969625,0.007104862
"if6 1 3-4_Spine7.mat",0.105669065040345,0.540906944,0.588468128,0.541990143,0.551215026,0.565471436,0.298617693,2.201755723,1.625541598,2.907585179,1.344965636,0.397738966,-2.44793713,-0.993818171,-0.916018835,-0.975810215,-0.864662008,-0.987581838,-0.848779428,0.413232349,0.434021939,0.327471592,0.483657587,0.638762716,0.658954432,0.288870104,0.237014237,0.169687011,0.323328258,0.480218677,0.450260057,1.520181878,2.88424859,1.897304942,-2.113240081,-2.101796505,-2.151505489,-0.721985839,-0.130179074,-0.113232218,1.43459524,1.386077669,1.230459412,1.245382345,1.005507201,0.915467621,1.547911559,0.053826916,0.207331453,0.132221107,0.175809164,0.396603113,0.54115341,0.139408243
"m16 1 3-1_Spine24.mat",0.0528479554291604,0.252615151,0.264087839,0.249255399,0.263495502,0.275607498,0.383753627,1.454497378,-2.031387512,1.775560137,2.838833943,1.08061399,1.238990388,-0.973430839,-0.991534122,-0.945890219,-0.990987293,-0.968486301,-0.791104575,0.23150382,0.321153453,0.362456327,0.511548935,0.630628905,0.692866295,0.121744814,0.263399601,0.275511601,0.295574668,0.303867405,0.21722412,1.787420302,1.779220498,0.995412493,-2.397529523,-0.23518046,-0.168452681,-0.15373346,-0.03711087,0.232236968,1.420529532,1.451295804,1.45067627,1.346355064,1.305276564,1.281338904,0.551189435,0.007703665,0.053848213,0.090850359,0.122619367,0.178674728,0.189058895,0.057395806
"m16 2 8-2_Spine127.mat",0.0393823209059929,0.337835018,0.296604239,0.283824169,0.321701362,0.300035868,0.191042708,-1.605108385,2.451196146,0.981863461,1.429777254,-2.11666725,-1.489193812,-0.991052228,-0.931834913,-0.880554434,-0.971094055,-0.98274543,-0.985557645,0.266455876,0.234086203,0.299877117,0.433772419,0.482781813,0.389088337,0.14354868,0.131954079,0.201107266,0.333553967,0.372257113,0.258883232,4.684135033,3.261020254,0.696184083,-0.580083836,1.291090209,-0.541458403,0.001577141,0.038639225,-0.050868791,1.562485087,1.527679065,1.456463497,1.359768997,1.287559916,1.344612421,0.497164956,0.012565479,0.042322637,0.047816106,0.100006062,0.1720664,0.147158944,0.02846471
"if6 2 0-2_Spine19.mat",0.0152106357437543,0.000209036000000024,0.011202677,0.067762287,0.077625217,0.088139011,0.065785367,1.638848053,1.207512014,2.90837115,0.768525105,-0.042493195,-2.194517992,-0.859852824,-0.915382447,-0.626915529,-0.744533797,-0.847938966,-0.857993945,0.085882009,0.171497778,0.260648566,0.295146695,0.257716005,0.135528965,0.085859139,0.171455444,0.243905787,0.236915844,0.164979472,0.097178054,2.378056958,0.447909775,0.188351155,-0.793688904,-0.792065302,-0.52102446,-0.969667276,-1.056070645,-0.871181314,1.516070599,1.516064806,1.4911758,1.392206603,1.311935594,1.268364653,0.030649466,4.09758000000007e-05,0.000331382999999998,0.00463825499999999,0.017304497,0.02190707,0.009795054,0.001192498
"if6 1 4-2_Spine34.mat",0.122238639964645,0.247010933,0.336629638,0.259749555,0.180953524,0.273260534,0.367483272,2.150866982,-1.301636421,1.740760963,-1.636975395,1.043881932,1.089879522,-0.966982815,-0.755414117,-0.667569719,-0.940845932,-0.905317665,-0.823131462,0.268727224,0.39140394,0.25513925,0.288147597,0.529789939,0.598731502,0.194583933,0.190926979,0.129974617,0.227834672,0.257717193,0.185641794,0.87850113,1.487357518,1.693062726,2.853855448,1.666169892,2.69692887,-1.893312729,-1.799536086,-1.681204203,1.490409704,1.247408409,1.461180794,1.52486116,1.378331852,1.432638436,0.336865091,0.011864721,0.065405337,0.063896509,0.047623522,0.09306525,0.141477838,0.049431982
"if6 2 20-2_Spine22.mat",0.0568683658892168,0.156122512,0.228075212,0.152799175,0.198533894,0.211546229,0.215574457,0.508177093,2.216665929,0.710070974,-0.18032179,0.099168547,-0.284720682,-0.941218845,-0.424033193,-0.928883615,-0.926923973,-0.981635947,-0.863560422,0.193402729,0.353615093,0.399346989,0.542445445,0.612375691,0.584033965,0.116273902,0.127378174,0.214472233,0.275563772,0.267882783,0.184223533,3.318580637,2.38867684,0.719788699,0.196418055,0.413526836,-0.148085681,-0.229931122,-0.131615725,-0.007822597,0.658133805,0.735144392,0.916858537,0.849852328,0.842995874,0.756882291,0.316901046,0.00331374,0.02436647,0.061886061,0.096132483,0.151090587,0.132499857,0.035576323
"m16 1 2-3_Spine12.mat",-0.0007371450576956,0.169140716,0.211656095,0.222334708,0.210798295,0.210059858,0.127445335,0.764493519,0.853163007,2.121377395,-2.583080753,-1.346586874,-0.305443767,-0.959266397,-0.987052661,-0.919792532,-0.988720646,-0.998407166,-0.969725306,0.202975982,0.340615988,0.381493781,0.413824463,0.481499286,0.433416348,0.169015931,0.17708878,0.190749695,0.233782414,0.252978351,0.185327622,1.603880197,1.331647773,0.83026636,0.553033566,0.767571752,0.920031644,0.508819188,0.184336767,0.194765726,1.394422358,1.416261713,1.400324386,1.341077238,1.304851934,1.345307582,0.280894019,0.005100321,0.038538938,0.062590255,0.07214103,0.090481928,0.082750329,0.018537423
"if6 1 12api_Spine6.mat",0.0426700676857557,0.339992794,0.477276816,0.318325146,0.266772736,0.312121138,0.280311402,2.136800065,1.900876255,-0.18864223,-1.708729827,2.29739167,-0.65436599,-0.865462448,-0.737976662,-0.939109733,-0.977636535,-0.989239445,-0.915050327,0.247048987,0.333701222,0.138657878,0.275802074,0.45984623,0.573005142,0.119479025,0.158444609,0.105893361,0.170820734,0.355625239,0.252321911,0.891051585,2.734501835,3.068847956,0.568956847,0.01071433,-0.286248296,-0.074068749,0.087364003,0.013029277,1.439624595,1.291680453,0.949412078,0.751500377,0.807290407,0.827658333,0.416589224,0.00926889,0.047243546,0.037453026,0.032954576,0.106434574,0.1912797,0.061773206
"if6 1 4-2_Spine31.mat",0.0885449061906231,0.519192536,0.483005434,0.490389252,0.482900124,0.48593969,0.310520261,1.355429453,-2.153515167,1.883547165,1.504517462,2.103832518,2.989376118,-0.950785002,-0.994783073,-0.997731676,-0.991561763,-0.998918444,-0.995736275,0.420407335,0.391883103,0.488094952,0.524111375,0.615387582,0.535692697,0.196947558,0.22005448,0.269105753,0.291601559,0.390319454,0.410309161,1.77225689,2.548825983,1.438180886,1.969650196,1.719423281,1.38754068,1.195582583,0.538383103,0.498142779,1.346212964,1.377830261,1.416241589,1.416956386,1.398228628,1.399989277,1.280924469,0.035404828,0.146166678,0.172087012,0.228279966,0.312804501,0.378293284,0.089683408
"m16 1 1-3_Spine32.mat",0.031152523847726,0.380268196,0.399715306,0.395755558,0.39952276,0.397412577,0.352174365,1.095082678,1.818817493,-2.89865809,1.627016591,-1.126155593,-1.621620918,-0.978096933,-0.939245211,-0.994353177,-0.945780607,-0.844466006,-0.933415682,0.257484769,0.386201466,0.455157333,0.461531632,0.576311491,0.549998349,0.154180321,0.198785345,0.178647463,0.216980609,0.263347683,0.263279107,1.304440015,1.886164213,1.445957033,1.409944966,0.912994538,0.522883567,0.182456206,0.07920602,-0.100509986,1.457322539,1.449886407,1.304725451,1.238967235,1.13467481,1.150776849,0.693227648,0.015687592,0.077762725,0.111614379,0.127567199,0.17548521,0.214671916,0.063664471
"m16 2 4api_Spine36.mat",0.0403422162820538,0.232582733,0.279505138,0.263579128,0.252924119,0.240160369,0.158173469,1.75868107,1.588865425,0.670337713,-1.859241575,-2.392458375,1.488970563,-0.74967554,-0.986533455,-0.978632504,-0.991038723,-0.972302918,-0.998710334,0.180508786,0.303735717,0.307624662,0.331290525,0.320054927,0.22442615,0.145249011,0.209315892,0.221476675,0.251153443,0.254622484,0.200231639,1.308730083,0.706818807,0.540079896,-3.108565932,0.080612551,-0.18695904,-0.126052811,-0.089875999,-0.120301227,1.37896542,1.188861644,1.026189172,0.865295971,0.831404515,0.81690998,0.269463813,0.006052957,0.044538722,0.074158353,0.074730432,0.077319359,0.055279575,0.010482134
"if6 2 11-3_Spine53.mat",-0.0184245249431668,0.058462093,0.136421165,0.140135775,0.13994127,0.130755537,0.108721955,1.861199535,0.515803237,-2.505023231,-2.19701507,2.999102634,1.218792078,-0.791823419,-0.929779805,-0.935939431,-0.996283115,-0.998626605,-0.984402445,0.138674778,0.257778455,0.32466879,0.304453814,0.249363293,0.161750247,0.124527531,0.228497869,0.239678429,0.212921539,0.173820105,0.106446948,1.100556254,0.292313852,0.265605553,0.208471344,-0.182249819,-0.093574805,-0.108358274,-0.138516497,-0.187209227,1.38716961,1.153689738,1.053679377,1.060430504,1.056466024,1.067015504,0.10710833,0.001080027,0.012271895,0.038811418,0.044608085,0.032373055,0.016150856,0.00285127200000001
"if6 1 11api_Spine79.mat",-0.0148522638765235,0.165374165,0.154764124,0.181650824,0.177072484,0.179654137,0.130771473,0.969720882,2.717525299,2.489043912,-1.548003113,-1.530038257,1.760504553,-0.820666672,-0.965582345,-0.983671535,-0.998952001,-0.997762365,-0.995770715,0.152652823,0.223475293,0.33829062,0.339511621,0.297477247,0.215634995,0.123593195,0.168997537,0.195086296,0.207042208,0.207575168,0.161453641,1.861245433,0.9218435,0.49528315,-2.66003987,0.994297104,0.563570882,0.28109919,0.142446297,-0.270261995,1.459592552,1.487753011,1.425887661,1.408633657,1.361694722,1.370198423,0.141073186,0.003114454,0.017633311,0.035287404,0.050143368,0.051619753,0.03549329,0.00816352
"if6 2 2-1_Spine29.mat",0.0387042709229938,0.003652298,0.060637803,0.149797909,0.168290403,0.160777818,0.061953007,3.083909025,1.933271443,1.51070858,0.844799582,1.342791823,-2.479737697,-0.630050219,-0.42825348,-0.971294466,-0.988426224,-0.978316631,-0.911935347,0.121917605,0.245687415,0.338609073,0.343638044,0.325743597,0.242178937,0.12190169,0.231049616,0.239174597,0.265058753,0.237874341,0.132857569,1.604557284,0.566806091,0.35324765,-1.370193209,-1.426803352,-0.947709082,-0.455046994,-0.19482871,-0.206954719,1.538579737,1.504614531,1.386018629,1.204976246,1.055853611,1.029735571,0.07721169,5.63666999999993e-05,0.002259726,0.020746253,0.040700374,0.04661388,0.023908083,0.003437602
"m16 2 10-1_Spine59.mat",-0.0136514451844444,0.305669579,0.363136017,0.317910715,0.313800547,0.318460191,0.152286051,1.690730715,1.396233329,0.784873296,2.718942601,2.714985662,0.397481158,-0.979158198,-0.867714075,-0.982569806,-0.954184123,-0.993975643,-0.946191856,0.309184731,0.394567991,0.316917179,0.399017439,0.436813722,0.355129348,0.200032997,0.193752743,0.233782941,0.317863696,0.378464394,0.298432572,1.659063833,1.386318683,0.83560298,0.93002236,0.6732205,0.174773947,0.233950047,0.203416691,0.340258709,1.319903867,1.426727599,1.290241712,1.059419369,0.995293837,0.989182268,0.527246086,0.018132071,0.081254469,0.088716582,0.104048715,0.156804002,0.145781181,0.024263585
"api m16 1 5-1_Spine2.mat",0.0164144777294263,0.239842054,0.23580427,0.223318458,0.241220618,0.307472122,0.215524121,1.47398888,-0.583413714,1.989181607,1.816799761,1.49025086,-0.15177886,-0.985653251,-0.99917614,-0.943351135,-0.934207644,-0.90176978,-0.998735854,0.101675709,0.127012796,0.16391627,0.25042437,0.33641093,0.27808538,0.055278269,0.076533168,0.086337193,0.147936713,0.194279122,0.156837206,3.811144278,4.486731609,1.17726627,-3.132525322,2.882912041,-0.272296519,-0.243837968,-0.156368938,-0.123789131,1.420098286,1.535428271,1.557415082,1.343729082,1.183461692,1.048408061,0.119363212,0.001327446,0.005871469,0.0093852,0.018924367,0.04081691,0.045797497,0.011461215
"m16 2 3api_Spine257.mat",0.0590983121391069,0.172442555,0.176057415,0.194386485,0.215731789,0.216170649,0.132865921,0.520747343,0.738137332,2.117954928,2.536760348,2.633065895,-0.697911507,-0.975564741,-0.995931272,-0.973983559,-0.94655543,-0.999090948,-0.788495929,0.132991245,0.213660828,0.31574193,0.393040737,0.362593279,0.303505014,0.110681736,0.198260008,0.26143698,0.27931411,0.242565145,0.179958896,2.591614583,1.289374757,0.497517943,0.291991066,0.786838028,0.815771926,0.741668407,0.719536055,1.157682392,1.499753088,1.466850506,1.395472519,1.406986991,1.430803815,1.507861218,0.224426869,0.003105851,0.017834571,0.044338988,0.073535319,0.079108816,0.056164185,0.013076373
"if6 1 5-2_Spine55.mat",0.0787240945599645,0.192570773,0.379510525,0.257253166,0.262670164,0.310221242,0.233584327,1.943319165,1.291778031,-1.73893629,-0.494842999,0.637626415,1.386482866,-0.925752056,-0.98230035,-0.989454667,-0.98942456,-0.994459831,-0.787363401,0.293170072,0.600053172,0.3316334,0.457368465,0.637576324,0.58562998,0.26641464,0.213676956,0.122281391,0.258726642,0.319072225,0.270765075,0.922911264,1.236711856,1.340011661,-1.083891406,-0.683038767,-0.190689571,-0.175380567,-0.262001701,-0.444631678,1.362393229,1.352741489,1.273488139,1.24158774,1.227545665,1.193208207,0.606054004,0.010654094,0.107141254,0.124322954,0.080440185,0.173726835,0.218180682,0.05483829
"m16 2 10-3_Spine76.mat",-0.0782877513097312,0.301479618,0.315582153,0.346484308,0.343406024,0.3349785,0.329425542,2.365966597,1.005092062,1.506186839,1.667001085,1.709912726,0.535914711,-0.869076506,-0.919701072,-0.954654444,-0.991817867,-0.992624483,-0.927929467,0.2071051,0.264479037,0.318693816,0.338683321,0.326841021,0.302685012,0.14811796,0.217432934,0.193205688,0.204518993,0.184426041,0.178006755,1.20451129,0.936937926,0.777857322,-1.352611798,-0.937560335,-0.616865248,-0.222493518,-0.020730748,-0.065456914,1.413332615,1.361517997,1.333533696,1.246205073,1.11678571,0.982844753,0.291028242,0.007988575,0.043132389,0.061803951,0.066422621,0.065761046,0.058837785,0.017737238
"m16 2 8-2_Spine61.mat",0.00815389945646795,0.255810939,0.247856606,0.25141964,0.257877114,0.252019453,0.163878649,1.062918117,-1.851133975,0.335303502,2.051863721,0.481993581,-1.637492146,-0.998737834,-0.986136557,-0.997346369,-0.97252695,-0.996702622,-0.998065627,0.239881517,0.309849788,0.369244409,0.453828005,0.498665457,0.399932691,0.167674995,0.179633929,0.254360998,0.304684519,0.315296195,0.23493192,2.484288951,1.688065763,0.679496546,-2.554079497,-3.037445613,-3.062282153,3.077426133,-3.016522345,-3.045009259,1.442730928,1.506136265,1.501566825,1.494987367,1.498408535,1.399399643,0.441719625,0.008369814,0.046518341,0.070059085,0.111692705,0.145210529,0.115802213,0.023929298
"if6 1 3-3_Spine85.mat",0.059174681759742,0.339302528,0.324816781,0.31954762,0.330945839,0.320717556,0.235805958,1.679549884,2.126741089,0.861204175,2.893210875,0.122657068,0.630261512,-0.946108974,-0.990927991,-0.996719912,-0.996643887,-0.980349351,-0.954346699,0.232556034,0.291579208,0.384934198,0.464316334,0.491970191,0.404662433,0.166448263,0.208852103,0.277383047,0.332983429,0.363246531,0.279054379,2.538874181,1.854327017,0.730373735,2.577956226,2.198207341,0.160285645,-0.171219376,-0.228179122,-0.419173049,1.198198335,1.453526981,1.462526105,1.355987428,1.312054106,1.309354363,0.603005927,0.008358635,0.050395357,0.08912802,0.147218776,0.198371108,0.163131216,0.032000754
"if6 2 2-1_Spine16.mat",0.0274109755383685,0.119021275,0.177945913,0.185584255,0.220518992,0.198178014,0.129389702,1.707206221,2.748712297,1.184197986,1.859318721,-1.550990825,0.085169074,-0.745817404,-0.994469378,-0.973917616,-0.980334733,-0.99733575,-0.767878497,0.202077877,0.407841183,0.495915117,0.606970021,0.620536123,0.489785965,0.13138632,0.184212311,0.24230086,0.289976509,0.306750305,0.225486103,2.342719692,1.46999679,0.627474467,-0.087142911,-0.071539872,-0.199255354,-0.147427106,-0.117164476,-0.094784069,1.231077449,1.072026635,0.973302506,0.901617183,0.990360023,1.139531764,0.375333229,0.002331602,0.036307189,0.0936258,0.137315173,0.168905615,0.118361693,0.02340661
"if6 1 5-4_Spine3.mat",-0.00461282327458596,0.312713829,0.214584277,0.23549307,0.284567036,0.28965641,0.206129043,1.380524079,2.497576132,1.407838257,1.356554397,0.560058213,1.026172993,-0.737960554,-0.891871319,-0.973068962,-0.92573085,-0.993188565,-0.975935103,0.245293632,0.192065451,0.325200171,0.419020142,0.420074847,0.346372004,0.146574109,0.099124343,0.197707644,0.278563369,0.283228213,0.211260583,6.130972015,3.843542457,0.626905888,-1.229706945,-0.704676794,-0.49386923,-0.377731666,-0.344159055,-0.398055958,1.133639887,0.955339497,0.846305716,0.769972872,0.70785415,0.703478016,0.283809883,0.006843735,0.025003281,0.032235389,0.079273084,0.106309229,0.084532359,0.020725519
"api m16 1 2-1_Spine82.mat",0.0481807610715466,0.225288904,0.188324213,0.182737203,0.24341566,0.238777609,0.160535363,2.686093559,1.013547856,0.79098347,1.216687201,3.129968664,0.937176592,-0.917625897,-0.994277813,-0.800832331,-0.982077479,-0.921336066,-0.940857808,0.196558292,0.234731801,0.378005413,0.57457605,0.590870599,0.462712608,0.177179961,0.194695535,0.253853807,0.287261833,0.30494296,0.213487317,3.611582361,2.161501243,0.598491472,-1.00799768,-0.839822416,-0.626267731,-0.1164081,-0.072566035,0.377812803,1.399514988,1.389278021,1.335515319,1.299273301,1.217705519,1.197206904,0.396296052,0.005869123,0.031965357,0.052657391,0.11148974,0.192381184,0.15804476,0.032376365
"m16 2 8-2_Spine37.mat",-0.00523336103198503,0.360707611,0.372274253,0.342608366,0.330932726,0.351802949,0.235808948,1.700484289,2.689739394,0.886617537,-0.33052357,-1.928372401,2.412596506,-0.981737162,-0.980617335,-0.983338005,-0.971415283,-0.986632127,-0.976850076,0.264434896,0.291072834,0.211125354,0.291494094,0.437551488,0.445716621,0.155814359,0.14157919,0.104224038,0.201440461,0.300347172,0.268939502,1.424870417,2.908789726,2.041441587,-2.101644396,-1.547246664,-1.179376178,-0.396092689,-0.018451422,-0.019889192,1.474918471,1.461296082,1.429451694,1.340314301,1.316956576,1.31990667,0.443850316,0.013336256,0.052508467,0.038751144,0.04448098,0.105361741,0.151224204,0.038774152
"if6 1 5-1_Spine7.mat",0.0496996804036202,0.102861452,0.129890581,0.237426578,0.24744113,0.21787205,0.15124574,2.978502771,1.728716978,1.703704679,-0.454016181,-1.101007969,-1.847184911,-0.937791034,-0.891234098,-0.868577528,-0.998461053,-0.710569166,-0.946313595,0.175852409,0.349829068,0.518143331,0.542852875,0.434359351,0.351397326,0.134178252,0.221458231,0.273134019,0.27086713,0.24795221,0.154129532,1.897976055,0.699095637,0.368337438,1.299956482,1.119281892,-0.634786623,-0.783756597,-0.304231126,-0.40613785,1.396307554,1.541161554,1.312889118,1.095353954,0.943963756,0.869933051,0.287252246,0.004908467,0.036922131,0.110861468,0.172487288,0.148190434,0.071561937,0.011618412
