"","h_1","h_2","h_3","h_4","h_5","h_6","h_7","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7","cos_phi_2","cos_phi_3","cos_phi_4","cos_phi_5","cos_phi_6","cos_phi_7","B_r_1","B_r_2","B_r_3","B_r_4","B_r_5","B_r_6","B_R_1","B_R_2","B_R_3","B_R_4","B_R_5","B_R_6","ratio_2_4","ratio_2_6","ratio_4_6","inst_Phi_1","inst_Phi_2","inst_Phi_3","inst_Phi_4","inst_Phi_5","inst_Phi_6","inst_Theta_1","inst_Theta_2","inst_Theta_3","inst_Theta_4","inst_Theta_5","inst_Theta_6","V","V_1","V_2","V_3","V_4","V_5","V_6","V_7"
"if6 2 11-1_Spine5.mat",-0.0200236719559134,0.30072664,0.323071514,0.362209277,0.4638511,0.348747367,0.197390187,1.230073381,2.059363058,1.461307719,1.107120405,2.090057874,0.997030776,-0.997530941,-0.986951855,-0.805593301,-0.848793321,-0.727606992,-0.835513948,0.217093685,0.329868942,0.36569869,0.438770716,0.340394992,0.299382965,0.151859558,0.227796817,0.233543457,0.186516097,0.24418661,0.253541024,1.089092772,1.010150883,0.927515919,-2.484852876,1.372181201,1.052094733,0.236199084,0.261509746,0.247522685,1.556858743,1.510796796,1.508624416,1.328175094,0.67059193,0.634769253,0.381968394,0.011286766,0.060120562,0.09014972,0.099717822,0.112953086,0.084609084,0.021965884
"if6 1 4-1_Spine54.mat",0.0348212825015641,0.141330772,0.204477952,0.153126336,0.170220872,0.170335195,0.115653049,1.450715211,2.438850102,1.159150176,0.931245645,-1.062599848,-2.595055701,-0.958634804,-0.986798667,-0.979532505,-0.995877972,-0.985295719,-0.835550217,0.172032526,0.298300259,0.277126255,0.376013932,0.430891054,0.38601999,0.116003259,0.120911877,0.138991658,0.190648415,0.190165926,0.143778979,1.987533879,1.538801483,0.774226542,3.128924498,2.75747993,2.33620694,0.224102511,0.293349888,0.747722214,1.398352718,0.997063869,1.476237886,1.429710984,1.392546204,1.457055764,0.140079059,0.002998854,0.016862867,0.02594199,0.029448564,0.046352912,0.043076211,0.010015489
"api m16 1 5-1_Spine6.mat",0.104489999049967,0.33659089,0.26809295,0.308150204,0.335341221,0.299259956,0.228583978,1.893857808,0.513965989,2.458133846,-3.0674286,-0.335918363,-1.666590366,-0.957101821,-0.943024062,-0.974700591,-0.989470687,-0.977811325,-0.695747499,0.238588058,0.311781233,0.511225906,0.661011243,0.69639863,0.5586855,0.131789071,0.174882109,0.354925675,0.459297909,0.48313554,0.31098104,5.56811198,3.186441559,0.57226607,1.477116408,0.861036355,0.621418927,0.453099585,0.395235896,0.461019014,1.370896411,1.37803845,1.279380245,1.237330495,1.214776129,1.196415304,1.008799364,0.009880108,0.049952407,0.11558095,0.280909791,0.397112121,0.287766301,0.046618809
"api m16 1 5-1_Spine56.mat",0.0643540422708676,0.154430844,0.296603812,0.277628189,0.236832052,0.240514897,0.140595427,1.831452999,1.927331674,1.336745613,-0.662779413,-1.512642927,-2.026924797,-0.973347293,-0.97658385,-0.993085344,-0.970078889,-0.99414053,-0.975724881,0.243961186,0.489904615,0.39062026,0.465282805,0.575406399,0.499507616,0.214805207,0.24369739,0.21908514,0.228331406,0.261492514,0.204183789,0.889857052,0.85428143,0.96002097,-2.466736699,-2.897614424,-3.056648526,-2.440108346,-0.853033302,-2.643076164,1.464497911,1.408930109,1.246286281,1.488439571,1.528509684,1.527483809,0.402568309,0.007125386,0.071231532,0.104146273,0.0848974,0.110596358,0.112577866,0.024976606
"m16 1 8-1_Spine13.mat",0.0689350547694066,0.00468839600000001,0.069083508,0.170811254,0.17346748,0.134429745,0.090987744,1.990213161,1.498676809,1.134612023,-2.015316928,2.739289498,2.716428631,-0.958908069,-0.772424454,-0.947200931,-0.97707326,-0.962524304,-0.720902768,0.166100693,0.330011001,0.503687469,0.50964683,0.445594038,0.295394831,0.149861459,0.303097028,0.372559197,0.331462011,0.275284081,0.167109568,1.688857449,0.493507903,0.292214067,0.078465228,0.0741035,0.036113427,-0.055833848,-0.211297182,-0.406972616,0.752577044,0.765041662,0.807401778,0.872010158,0.926626892,0.93877285,0.237544424,0.000183335,0.003929146,0.061596666,0.1258378,0.105153865,0.050370547,0.005493845
"if6 2 11-2_Spine6.mat",0.0434398222637041,0.056098434,0.136649114,0.201978042,0.196367826,0.180624178,0.097518323,2.092969765,0.885950737,-0.409227808,-1.22593763,1.63898928,-3.110203375,-0.844739381,-0.979050654,-0.989592026,-0.994597185,-0.996639948,-0.987985045,0.177330512,0.344895544,0.447954871,0.416396169,0.366275304,0.256999059,0.16917011,0.336082309,0.419422432,0.370167516,0.271026481,0.167423872,1.3297555,0.371206592,0.279154019,-1.343371691,-0.900351099,-0.752512138,-0.829383244,-0.904412641,-0.943046642,1.074155064,1.073182012,1.03284213,1.047482212,1.049795527,0.986661475,0.291667011,0.003251355,0.031057005,0.113707059,0.156615671,0.106588529,0.04784123,0.007850276
"m16 1 8-2_Spine14.mat",0.0259416249005872,0.313625714,0.342233055,0.352440786,0.31486864,0.314258678,0.147262291,-1.159966151,2.275430402,1.472390619,-0.483470287,-1.266192379,-2.678772453,-0.995268108,-0.910756641,-0.905546421,-0.978503401,-0.984274065,-0.94571421,0.286414548,0.395285124,0.320656218,0.36463384,0.464267731,0.360142114,0.251557079,0.252692124,0.203632564,0.273112437,0.371761345,0.30440409,0.997002559,1.097544698,1.100844414,-2.361750001,-2.828778146,-2.851566203,-0.118260774,0.087946833,-0.106776648,1.496273429,1.51144721,1.448293838,1.435950954,1.2904371,1.290869174,0.570297749,0.014757387,0.097879116,0.093700633,0.087633677,0.146936138,0.157196649,0.024799167
"if6 2 2-1_Spine25.mat",0.215066067733495,0.65558274,0.44955834,0.514809327,0.536721432,0.523252942,0.392354335,1.461152439,-3.052957748,1.678578113,-0.0920054510000001,1.692505622,0.234237759,-0.847435095,-0.927839386,-0.934116703,-0.975690509,-0.979909275,-0.902973842,0.462888017,0.293421531,0.650901271,0.796097545,0.941215102,0.949690203,0.200276967,0.12551004,0.239308822,0.285761179,0.349377303,0.467848617,6.177305338,12.06470932,1.953069933,2.510239186,0.922503895,-0.374467884,-0.27432405,-0.200097047,-0.168693466,1.097537488,1.371516306,1.206381305,1.110058669,1.026133369,0.909599934,1.852354291,0.045078751,0.124481345,0.149068918,0.347922784,0.522627745,0.690719525,0.213610776
"m16 1 9-2_Spine120.mat",0.237629787341775,0.488129409,0.516313229,0.445215819,0.504578482,0.56014217,0.351354043,1.791748389,-0.568957342,1.902479633,1.763571926,2.06202099,-1.184987902,-0.937414921,-0.849899921,-0.895534731,-0.95920774,-0.951231712,-0.969631464,0.463190555,0.585303906,0.559581425,0.767514806,0.821885307,0.728564657,0.269575868,0.208115814,0.265432176,0.373963114,0.458921005,0.369919629,2.356291551,2.212529005,0.938987794,1.853788911,-1.099740089,0.816317917,0.358397584,0.145623623,-0.002216387,1.48347505,1.433424643,1.53967582,1.449253448,1.367737952,1.322484621,1.817509649,0.055333496,0.235520904,0.248210161,0.349195649,0.56442965,0.538856874,0.133569423
"if6 1 4-2_Spine4.mat",0.0490186494847776,0.321327449,0.346229028,0.334995514,0.384327778,0.334923079,0.313020351,0.768082986,1.203182429,0.874786724,0.66624999,-2.375766581,-1.285371792,-0.959089614,-0.760697689,-0.938880902,-0.869308471,-0.940521445,-0.962091259,0.253461104,0.325913148,0.38610054,0.34315311,0.528374225,0.532438031,0.12682961,0.159811006,0.197063768,0.240740343,0.251895992,0.229393079,1.586091538,2.344989016,1.478470164,1.041694072,1.190481398,0.428413934,0.324913291,0.192587029,0.136615801,1.529322174,1.499715916,1.143689917,0.860457928,0.174392638,0.135923602,0.443422719,0.009738353,0.048416895,0.063846195,0.08350469,0.129688801,0.157125912,0.049720342
"m16 1 13-1_Spine63.mat",-0.0322893080962591,0.367798208,0.360452363,0.354062308,0.334592455,0.369477331,0.178959435,2.908060124,3.076011963,0.660855735,0.919569542,-0.078401916,-2.891970459,-0.959168348,-0.992902911,-0.935933019,-0.966440498,-0.954713012,-0.984363974,0.283236722,0.227733149,0.209802583,0.257616165,0.397390709,0.393139476,0.179574591,0.120982783,0.137603696,0.160852032,0.302249129,0.312877069,1.504006945,4.464476777,2.968388405,-1.020045447,-2.823986199,-2.117049884,-2.005784474,-0.215599791,0.10973561,1.410119096,1.448810407,1.412205595,1.453752789,1.436509575,1.444371743,0.38100946,0.015433922,0.049962901,0.033137801,0.040679954,0.085687506,0.137867494,0.032597015
"m16 2 10-1_Spine62.mat",0.00250985058554856,0.283732176,0.281470045,0.289091541,0.285612383,0.267952866,0.155444765,1.245439876,1.743740389,2.344185338,-0.233088298,0.5266098,-2.605856566,-0.964098984,-0.945142988,-0.991774139,-0.994301618,-0.995901339,-0.978386687,0.239833948,0.285968299,0.363743893,0.397633219,0.419248036,0.288919278,0.159554425,0.184265561,0.258784729,0.304787195,0.33468366,0.265928863,2.299944252,1.458075224,0.633961116,-0.639497702,0.174326385,0.064728002,0.040531404,0.045667718,-0.11875479,1.551383055,1.550087897,1.375896043,1.299308202,1.25650888,1.334368105,0.418600607,0.008751313,0.045824551,0.067404449,0.102709839,0.127006614,0.095955478,0.016733536
"m16 1 3-2_Spine53.mat",0.000310348207298004,0.038192677,0.095652386,0.172661674,0.186203173,0.166782788,0.110666201,1.895808348,-2.752226084,-2.298873306,-1.96444823,2.553283105,-0.132651959,0.448887378,-0.944469653,-0.972088533,-0.942150207,-0.997085985,-0.986866889,0.179051071,0.342351684,0.489223448,0.581246562,0.596711966,0.510204331,0.091972468,0.245833954,0.36076275,0.375338222,0.298361529,0.17456339,2.592202078,1.058237076,0.40823865,2.692810428,-0.394818863,-0.337833173,-0.306772467,-0.300511234,-0.343624872,0.16706882,-0.214821684,-0.156795743,-0.161587535,-0.154541275,-0.170799206,0.337192161,0.000906829999999999,0.013648556,0.071163254,0.16246963,0.16184355,0.087591502,0.019113524
"m16 2 8-1_Spine58.mat",-0.00489619542686734,0.065738596,0.178267812,0.181385158,0.179035852,0.145322197,0.053216592,1.635166748,0.284897504,1.886166686,0.354150409,-0.497205931,-2.040233705,-0.774011738,-0.966489171,-0.898717147,-0.999977722,-0.960406236,-0.830376553,0.155361896,0.323805407,0.336809319,0.342855658,0.321187328,0.223773369,0.143437091,0.203826785,0.210710245,0.225138831,0.218445336,0.155656132,1.169543494,0.527751267,0.451245524,-0.426366559,-0.407036953,-0.440338563,-0.466305589,-0.451136649,-0.911191471,1.233093092,1.229656456,1.254127582,1.162961129,1.133361373,1.196882833,0.134008068,0.000611044,0.019176462,0.045836915,0.042825083,0.041546937,0.025439419,0.003068094
"if6 2 0-2_Spine64.mat",-0.0561739454412693,0.195308721,0.20473216,0.20282417,0.202263927,0.200178437,0.143321426,1.678444028,1.736617854,-0.0596007340000001,-1.547044675,-3.100484164,2.785342279,-0.960878121,-0.954656128,-0.97266043,-0.969016291,-0.92059509,-0.994483075,0.116605598,0.162702217,0.223474969,0.290055329,0.332723406,0.259329313,0.084425861,0.147413545,0.174139761,0.183071394,0.189365616,0.157811074,2.213963595,1.706311129,0.770704239,2.75461644,0.104746778,-0.052929017,0.076134614,0.137019662,0.257297159,1.495057151,1.459725444,1.341397641,1.311338768,1.308155105,1.284681797,0.138131678,0.001794082,0.010700959,0.020424681,0.031205521,0.040732312,0.036315921,0.007934248
"m16 1 1-4_Spine17.mat",-0.0380894850964583,0.051797437,0.104287143,0.128040858,0.126757566,0.217636124,0.131275852,2.172822229,2.838113156,-1.391421889,0.801380775,0.960656734,0.308244275,-0.890431904,-0.990115079,-0.983580872,-0.97581074,-0.751869898,-0.972932892,0.137201928,0.281434463,0.421152427,0.505345683,0.568647878,0.3532542,0.126027995,0.217641956,0.248346818,0.266762641,0.237017098,0.155161566,2.200866358,0.894852781,0.406591149,-0.746974403,-0.778093956,-0.798184005,-0.863458157,-0.939366568,-0.470116823,1.35134553,1.2993636,1.24260218,1.122600794,1.092921561,1.299973488,0.198252956,0.001096345,0.015385452,0.052653532,0.097734239,0.116929421,0.084665272,0.011011999
"if6 2 20-2_Spine5.mat",0.0363445362488789,0.220299094,0.246081208,0.231538963,0.26594004,0.270369342,0.171192305,1.817959798,0.72049831,1.131144125,1.267364669,1.756812108,-2.411810577,-0.856096867,-0.998325949,-0.981131989,-0.980964739,-0.999873471,-0.994023025,0.183501592,0.314196789,0.405029061,0.521999359,0.543565465,0.402125768,0.148419375,0.181929758,0.238093409,0.290120493,0.275166695,0.206704033,2.649371696,1.454137147,0.548861131,1.53536578,0.136231226,-0.08118873,-0.093949769,-0.112859507,-0.318047682,1.397039077,1.374457656,1.236941091,1.155842855,1.10875298,1.110888302,0.395703734,0.005415856,0.034326911,0.075571923,0.120980934,0.153975991,0.114995203,0.025300439
"m16 2 10-3_Spine113.mat",-0.0122182867338975,0.070885697,0.116053338,0.096002374,0.178413324,0.335276116,0.159279711,1.422325745,-0.559427043,-0.18537576,1.593709564,1.609980156,-2.467346998,-0.985254295,-0.992862005,-0.991794085,-0.696033883,-0.869909386,-0.966445227,0.139184128,0.266471429,0.378286754,0.48861363,0.531668339,0.175679426,0.098152502,0.161315461,0.207226223,0.212709008,0.167454781,0.151573041,2.417824731,0.619464214,0.256207245,-1.69785282,-0.204957699,0.436790426,-0.123704237,0.517836825,-0.194819286,1.390434411,1.46364499,1.459047983,1.466036064,1.4589291,1.146243033,0.136659452,0.001917408,0.014283663,0.040805144,0.06913586,0.08046568,0.055175968,0.005832
"if6 2 4api_Spine92.mat",0.0575334021761488,0.421409097,0.436025914,0.429530136,0.445517982,0.472306933,0.298232459,0.455376401,1.697192106,2.246146879,2.565439328,0.706261608,-0.84984022,-0.958595092,-0.945129809,-0.976785119,-0.961301873,-0.981802647,-0.963593776,0.367462341,0.448511402,0.443670122,0.490064897,0.349271392,0.413173306,0.21141303,0.250210792,0.263787825,0.351287145,0.315098087,0.225750712,1.534038742,0.831154685,0.541808145,2.666754763,1.284544967,1.244748585,0.565902312,0.977294356,0.414233445,1.508577092,1.47217228,1.385481343,1.297021347,1.300453635,1.238777908,0.798690538,0.029553548,0.145341808,0.172137924,0.19669619,0.172627341,0.145863263,0.041635656
"m16 2 10-2_Spine67.mat",-0.0145893743520609,0.00161753100000001,0.016727733,0.066651818,0.110921564,0.086528047,0.07126381,1.808431419,-1.855936673,0.244271777,1.261667228,2.199125649,2.737774215,0.788749147,-0.057480657,-0.996045177,-0.911344749,-0.986276787,-0.991666927,0.106877765,0.219688988,0.33571477,0.44655074,0.378488266,0.272294756,0.099426702,0.199343575,0.291787187,0.263834382,0.194442958,0.114200218,2.690244008,0.710061031,0.263939267,0.092086089,0.120965802,0.097246271,0.079816972,0.051597688,0.012499071,0.320068301,0.276291175,0.301488761,0.379036075,0.433462377,0.497339626,0.079690771,9.18694999999994e-05,0.00155893,0.010416108,0.040979059,0.048550392,0.020471275,0.004226181
"if6 2 11-3_Spine80.mat",0.0931499692479819,0.349096361,0.284231381,0.36570857,0.332867967,0.359519539,0.239985633,1.852733152,0.814574535,-3.052586604,1.333217104,-0.868101204,0.90092313,-0.980098749,-0.986467159,-0.868515443,-0.774163919,-0.982543707,-0.986720511,0.168286314,0.257250585,0.530645693,0.590280443,0.762787836,0.75499517,0.088943993,0.113814437,0.202248633,0.30146594,0.401023428,0.317718953,6.07775125,8.192822971,1.348002351,2.832098332,2.21952886,0.405474849,-0.434477478,-0.239627825,-0.247294997,1.076465759,1.55844822,1.377930352,1.373726796,1.165705445,1.104843782,0.876128093,0.003749626,0.024561964,0.077900461,0.186656833,0.304616876,0.396926176,0.101432421
"api if6 1 9-1_Spine80.mat",0.0553578297810475,0.153272456,0.195804148,0.204460802,0.212798232,0.221927341,0.209127331,-0.778478857,1.653539364,1.461389419,0.228523303,1.381535287,2.140973719,-0.998394387,-0.946795679,-0.987782927,-0.987871266,-0.992070753,-0.753384889,0.162105474,0.329915118,0.407079255,0.491639871,0.513468457,0.405129671,0.058348104,0.125239249,0.172479681,0.198095814,0.207855483,0.165197992,2.357109299,1.619780417,0.687189354,-2.693073962,2.079377848,0.212132131,-0.265814353,-0.472583739,-0.668489884,1.514889147,1.554561692,1.525634422,1.447825456,1.417462891,1.402038467,0.228905123,0.001803473,0.016464344,0.046092039,0.071601041,0.086337033,0.069557048,0.015512136
"m16 1 8-2_Spine10.mat",-0.00442489504785852,0.131890627,0.167703349,0.17912577,0.182158849,0.163855707,0.117017118,1.296684772,2.741135477,2.136772025,1.098422982,-1.811795737,-2.728721668,-0.851063308,-0.974432202,-0.988573354,-0.921073467,-0.940485621,-0.687470641,0.160932752,0.278301867,0.325016451,0.297345116,0.278594755,0.221962262,0.132436036,0.16736552,0.187488844,0.188539981,0.173621406,0.136310514,1.203599943,0.649570641,0.539689823,0.636766441,0.587743969,0.427561249,0.402385784,0.497917366,0.534219257,1.283383876,1.213262306,1.192847251,1.199499678,1.188438298,1.167549046,0.122341571,0.002398466,0.020316394,0.037267015,0.038082793,0.029109845,0.022968513,0.004786913
"if6 2 7api_Spine96.mat",0.0836299516905311,0.324079922,0.345138579,0.378306322,0.361772006,0.305200703,0.143471875,1.623939373,1.247131828,1.818915527,-2.186578085,0.75681041,-2.103287032,-0.917051681,-0.786144623,-0.949088666,-0.997915164,-0.981720456,-0.203726699,0.311829788,0.443960947,0.578271998,0.64355065,0.685064023,0.54462772,0.155541218,0.31199165,0.444197663,0.571466968,0.62473027,0.403537959,2.65513206,1.586705749,0.597599559,1.372206645,0.052247142,0.187281752,0.176045397,0.181389515,0.207032464,1.533432465,1.348890175,1.019534685,0.832226768,0.767586372,0.817797715,1.341147308,0.016927134,0.112282874,0.221237039,0.39296408,0.536171624,0.365218546,0.043152298
"m16 2 11api_Spine108.mat",0.0162124263250924,0.220592912,0.207452375,0.243556829,0.248585929,0.245012168,0.172033339,0.811647916,2.971063867,1.691472169,2.428498717,0.180254059,-1.398168759,-0.991151254,-0.997881277,-0.940736143,-0.996718152,-0.997679202,-0.940598732,0.164859746,0.258894329,0.377949337,0.369133758,0.333582849,0.232106947,0.159472089,0.208014139,0.271510224,0.290681954,0.250501614,0.179840964,1.992445459,0.775106482,0.389022685,0.1454688,0.335024755,0.02836995,0.171582596,0.16936503,-0.025678111,1.524576162,1.525421646,1.524349646,1.481447106,1.475042174,1.503248267,0.283020696,0.005569211,0.03259428,0.066781456,0.095579541,0.087756042,0.052277475,0.010176198
"m16 2 3api_Spine217.mat",-0.0132422957723162,0.270132344,0.265925533,0.261835949,0.25425304,0.268205575,0.197477762,-0.607062752,-2.577006402,1.101370392,2.87746941,0.874328096,0.203272321,-0.998349324,-0.999452676,-0.995035552,-0.983193309,-0.99547645,-0.996332229,0.143116076,0.16907037,0.210699536,0.262770092,0.31223803,0.229451601,0.08142448,0.08304938,0.084178943,0.093275029,0.163463058,0.186488246,1.745570631,3.047464531,1.745827111,-1.074057438,-0.284164688,-0.959036038,-0.387162596,-0.55396101,-0.594916691,1.523631635,1.538382245,1.529724563,1.500890557,1.50018876,1.482070908,0.131790965,0.002889018,0.011767454,0.014287174,0.019204765,0.033963793,0.044039123,0.011227554
"if6 2 11-1_Spine7.mat",0.0764263537412734,0.222151249,0.23541339,0.246344457,0.24701753,0.23934162,0.190445172,1.445646754,-0.667659575,-2.315107501,2.156263595,-1.338110477,-1.467191833,-0.989685631,-0.999355504,-0.997676103,-0.998103465,-0.999717745,-0.972121793,0.145324313,0.251236432,0.308848454,0.339135662,0.315092258,0.231871917,0.111973552,0.210687893,0.273611642,0.263888036,0.244028129,0.184383714,1.690717181,0.807697085,0.477724538,-1.625555812,-0.728356036,-0.187651382,-0.100571553,-0.121445872,-0.076107464,1.47943738,1.507788821,1.496991619,1.491292214,1.492335881,1.509023785,0.269012946,0.003877544,0.026548309,0.056866355,0.076295869,0.072280899,0.049714998,0.010608922
"m16 2 3api_Spine39.mat",0.0014830471108463,0.231283061,0.23808754,0.2491197,0.255231897,0.253541466,0.210177381,-0.467929822,-0.136912471,2.142356444,2.457030764,-1.871258372,-0.950023975,-0.979809415,-0.995113272,-0.958858579,-0.964810643,-0.993273772,-0.985631582,0.20277275,0.306852761,0.364575228,0.310411471,0.214353337,0.148903928,0.174489828,0.232681226,0.253169138,0.238640236,0.181869565,0.141168237,1.037504653,0.294409463,0.283766885,-3.013688237,2.751451304,2.454710306,2.617729605,2.912271837,2.93219146,1.413694056,1.441073143,1.404582714,1.415002773,1.371680303,1.351359293,0.239688236,0.007305671,0.04732389,0.075474188,0.077323623,0.048228056,0.023765373,0.005310541
"m16 2 8-2_Spine115.mat",0.0537277292408155,0.393798935,0.381384991,0.39027864,0.381094192,0.382405896,0.292995038,2.139219886,1.884168197,1.707112344,-0.167716857,-0.945904436,-2.315935569,-0.986388156,-0.990659562,-0.991981758,-0.982943337,-0.98374136,-0.991153685,0.307491951,0.306832564,0.369098324,0.380772401,0.413532187,0.400832404,0.172887085,0.164350417,0.193467488,0.19902578,0.218617375,0.216386979,1.502804675,1.719973223,1.144508831,-0.156934948,-0.03574556,-0.539174758,-0.756615994,-0.456313758,-0.286788707,1.511444068,1.549804374,1.503312074,1.499488076,1.476485761,1.462295322,0.492246924,0.019192693,0.07254775,0.079222309,0.093303411,0.102184061,0.111821208,0.031143729
"if6 2 0-1_Spine2.mat",0.0542489910898613,0.345444937,0.364444224,0.488921708,0.339382716,0.342992711,0.257518975,2.280425304,1.371729678,1.767703269,-0.887055124,-2.454010023,-0.251305861,-0.861598561,-0.905801148,-0.91260091,-0.691235431,-0.997733986,-0.985248833,0.336390414,0.450651539,0.525058268,0.436106668,0.510199053,0.407000349,0.253569059,0.340410299,0.304494477,0.258691786,0.383933932,0.275134822,0.73541387,0.729956184,0.992578755,-0.407128115,-0.49576999,-0.340021144,-0.183066416,-0.120705053,-0.189325707,1.375810749,1.314007811,1.284476327,1.188864004,1.192756019,1.161350941,0.788930961,0.023556744,0.146685697,0.193714649,0.173820546,0.187763304,0.18854596,0.040649602
"api if6 1 9-1_Spine69.mat",0.0529198264086918,0.144799152,0.174936285,0.167772704,0.178807278,0.174425542,0.151781816,1.6369468,1.07555299,0.072900078,1.406498663,-2.26544522,-3.111045126,-0.968794805,-0.996574713,-0.99724889,-0.971550441,-0.985706405,-0.959858322,0.153521165,0.237280213,0.231092732,0.227878991,0.175826698,0.1212535,0.125895782,0.193060406,0.205243524,0.182329377,0.158452545,0.117857342,0.906997722,0.311958043,0.343945784,1.048383829,0.126070336,-0.024099078,-0.206960135,-0.458992674,-0.414129897,1.414993197,1.487437917,1.379979709,1.403215983,1.32623803,1.306582257,0.097751894,0.00360556,0.023385411,0.03920826,0.035138583,0.023044732,0.013813136,0.003004965
"m16 2 3api_Spine4.mat",-0.0136486780536176,0.209820537,0.189764091,0.194922197,0.220182866,0.227423357,0.147005271,-2.539818045,1.936986728,1.144996253,2.55252794,1.675472025,-1.41235452,-0.976152295,-0.993483852,-0.73300515,-0.982923072,-0.978993901,-0.950028391,0.115386276,0.131396272,0.193671651,0.309398471,0.281777926,0.221294602,0.098371395,0.10465991,0.164658238,0.19422332,0.172264325,0.139371286,4.369745427,2.242749292,0.51324484,0.022434268,-0.648174208,-0.703269455,-0.188830451,-0.283873148,-0.404553209,1.539707564,1.538904802,1.471038279,1.349100625,1.338070973,1.300809621,0.115984196,0.002106861,0.00887772,0.014626708,0.029828988,0.041468854,0.028368295,0.006554519
"m16 1 9-3_Spine9.mat",0.0522541111064795,0.344625029,0.340790168,0.338955903,0.270461707,0.337766934,0.3898432,2.449308987,-0.566379178,1.621401346,0.595673128,2.292051739,2.536782313,-0.999490107,-0.99840118,-0.998307151,-0.882561529,-0.92092808,-0.918091526,0.06243205,0.070377837,0.094764375,0.1261083,0.392665545,0.506915751,0.033046969,0.040046651,0.055966304,0.072713527,0.18104452,0.191019938,3.253544631,34.35677344,10.5597978,1.399837412,1.174709708,1.237094597,1.143257834,0.89617504,0.885864662,1.465563428,1.489610092,1.487776487,1.468310449,1.199982758,1.174561526,0.192108511,0.00071297,0.002631614,0.004324735,0.00793176800000002,0.038260241,0.106472054,0.047295098
"m16 2 8-1_Spine8.mat",0.0235676828416294,0.182653701,0.179479035,0.1670609,0.181374921,0.167404942,0.087836285,1.469034625,1.837619046,1.685956827,-1.514324006,-1.532391455,0.602422085,-0.891218462,-0.924577251,-0.984106305,-0.980293623,-0.962795704,-0.565185109,0.170358903,0.217317361,0.261816273,0.363614094,0.358647096,0.271084311,0.090138866,0.128055262,0.190237787,0.243894926,0.282504139,0.19787653,3.186776612,1.927555173,0.604860462,-0.336539421,-0.005657595,-0.061987125,-0.066530693,-0.067684731,-0.063549205,1.383297928,1.3191283,1.103147444,0.939963883,0.898839888,0.822661472,0.167330852,0.002648904,0.014519924,0.022616661,0.038595493,0.06201535,0.046333742,0.006123471
"m16 1 3-2_Spine38.mat",0.0947040026162088,0.082659613,0.203952244,0.300692616,0.233508434,0.218808742,0.165743563,1.230324115,-2.987862999,0.371778131,2.915386831,-0.655348721,1.566888282,-0.894636303,-0.934557146,-0.892489848,-0.921873141,-0.998673227,-0.999695921,0.216452308,0.432181415,0.535413101,0.357203938,0.304878883,0.212326273,0.205817637,0.349489205,0.320330148,0.330808394,0.285509747,0.200582372,0.782335263,0.281965936,0.360415732,-2.949998713,-0.419603208,-1.073096989,0.616954732,0.913541937,1.28226486,1.540283775,1.38864384,1.311695296,1.354964025,1.337475581,1.280304121,0.385074962,0.004564426,0.070972049,0.1873303,0.19375118,0.093665604,0.053116888,0.009548513
"if6 1 6-1_Spine23.mat",0.211892965957293,0.1133045,0.246768942,0.233594668,0.287618049,0.264982175,0.46416543,2.377932088,-0.816709256,2.930190063,2.696753971,1.372842411,0.823949121,-0.960555654,-0.962262696,-0.978998475,-0.958857582,-0.999006402,-0.251106685,0.271600756,0.54088913,0.732254856,0.899515954,0.969251181,0.909656217,0.193582939,0.319397787,0.371192373,0.405448205,0.41886556,0.260681106,2.11107711,1.372608522,0.650193456,-0.718241209,-0.709962659,-0.674874145,-0.797021777,-1.032228138,-1.062082185,1.087264592,1.051375382,1.14170646,1.248675376,1.246957528,1.252278039,1.14922694,0.008985109,0.111361388,0.297149295,0.455663843,0.588470897,0.489379514,0.149909939
"m16 1 6-3_Spine49.mat",0.138332283570031,0.487049101,0.451286514,0.491115421,0.50666596,0.476739822,0.229934749,-0.633395612,1.510033437,1.805649511,1.799769952,-2.256168843,-0.049622626,-0.965786306,-0.799208432,-0.929141224,-0.991068278,-0.962470896,-0.832916403,0.411916442,0.40320709,0.526978634,0.597812075,0.607653309,0.501206902,0.259865289,0.233220951,0.366712536,0.411514531,0.448665425,0.418319664,2.616098768,2.229613581,0.852266592,0.965805895,0.440992487,0.311109287,0.192360712,0.105424544,0.205625728,1.457674744,1.40748839,1.2784224,1.203019459,1.102930204,1.075202381,1.473851648,0.044191977,0.174302254,0.220187262,0.327511196,0.4017305,0.381002689,0.075834125
"if6 1 3-1_Spine53.mat",-0.028705523815865,0.012088588,0.048042756,0.091064247,0.117877004,0.124843603,0.108669152,1.396050734,-1.881772623,-1.72255535,-1.630093656,0.566296894,2.002705309,-0.011196578,-0.964214602,-0.963961028,-0.801636502,-0.992923925,-0.989667171,0.114396086,0.229278443,0.345318265,0.4439143,0.420441183,0.272081759,0.108056244,0.219808933,0.291783221,0.245464137,0.176892582,0.101082041,2.162114174,0.545713711,0.252398193,3.035683052,-0.040974971,0.035131141,0.037113978,-0.019978562,-0.074302333,0.0631940919999998,-0.0682826610000002,-0.124549224,-0.2022848,-0.244552931,-0.21414231,0.09948523,0.000132428,0.003098531,0.022948643,0.053775756,0.054233021,0.027937809,0.006157285
